stock_code,product_description,product_category,avg_unit_price,min_unit_price,max_unit_price,transaction_line_count,completed_line_count
22351,DOTCOMGIFTSHOP TEA TOWEL,Retail Product,1.65,0.0,3.29,3,2
22352,LUNCH BOX WITH CUTLERY RETROSPOT,Retail Product,3.3,2.1,5.06,498,489
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,Retail Product,2.28,0.0,2.55,28,25
22354,RETROSPOT PADDED SEAT CUSHION,Retail Product,4.54,3.39,7.46,84,83
22355,CHARLOTTE BAG SUKI DESIGN,Retail Product,1.21,0.0,5.63,912,899
22356,CHARLOTTE BAG PINK POLKADOT,Retail Product,1.24,0.0,5.63,777,758
22357,KINGS CHOICE BISCUIT TIN,Retail Product,5.18,0.0,8.47,192,180
22358,KINGS CHOICE TEA CADDY,Retail Product,4.3,2.46,5.91,262,258
22359,GLASS JAR KINGS CHOICE,Retail Product,3.47,0.0,5.91,88,82
22360,GLASS JAR ENGLISH CONFECTIONERY,Retail Product,3.78,0.0,5.91,241,221
22361,GLASS JAR DAISY FRESH COTTON WOOL,Retail Product,4.39,0.0,5.91,279,271
22362,GLASS JAR PEACOCK BATH SALTS,Retail Product,3.93,0.0,5.91,144,133
22363,GLASS JAR MARMALADE,Retail Product,3.62,0.0,5.91,91,84
22364,GLASS JAR DIGESTIVE BISCUITS,Retail Product,3.96,0.0,5.91,186,168
22365,DOORMAT RESPECTABLE HOUSE,Retail Product,9.74,0.0,15.79,184,180
22366,DOORMAT AIRMAIL,Retail Product,9.65,0.0,15.79,226,220
22367,CHILDRENS APRON SPACEBOY DESIGN,Retail Product,2.4,0.0,5.06,573,559
22371,AIRLINE BAG VINTAGE TOKYO 78,Retail Product,5.13,0.0,8.47,413,400
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,Retail Product,4.9,0.0,8.47,152,148
22374,AIRLINE BAG VINTAGE JET SET RED,Retail Product,4.7,0.0,8.47,232,226
22375,AIRLINE BAG VINTAGE JET SET BROWN,Retail Product,5.12,0.0,8.47,173,170
22376,AIRLINE BAG VINTAGE JET SET WHITE,Retail Product,4.68,0.0,8.47,126,125
22377,BOTTLE BAG RETROSPOT,Retail Product,2.42,0.85,5.06,209,207
22378,WALL TIDY RETROSPOT,Retail Product,3.02,0.85,5.06,296,295
22379,RECYCLING BAG RETROSPOT,Retail Product,3.17,1.85,5.06,760,755
22380,TOY TIDY SPACEBOY,Retail Product,2.66,0.0,4.21,297,290
22381,TOY TIDY PINK POLKADOT,Retail Product,3.0,1.85,4.96,482,475
22382,LUNCH BAG SPACEBOY DESIGN,Retail Product,2.0,1.45,8.33,1192,1179
22383,LUNCH BAG SUKI DESIGN,Retail Product,2.15,0.0,8.33,1348,1326
22384,LUNCH BAG PINK POLKADOT,Retail Product,2.02,1.45,5.06,1137,1117
22385,JUMBO BAG SPACEBOY DESIGN,Retail Product,2.64,0.0,5.06,702,696
22386,JUMBO BAG PINK POLKADOT,Retail Product,2.59,1.65,5.06,1251,1238
22389,PAPERWEIGHT SAVE THE PLANET,Retail Product,2.57,0.39,4.96,46,45
22390,PAPERWEIGHT CHILDHOOD MEMORIES,Retail Product,2.78,0.39,4.96,37,37
22391,PAPERWEIGHT HOME SWEET HOME,Retail Product,2.87,0.39,4.96,29,29
22393,PAPERWEIGHT VINTAGE COLLAGE,Retail Product,2.89,0.39,5.06,74,72
22394,PAPERWEIGHT KINGS CHOICE,Retail Product,2.64,0.39,5.06,24,23
22395,PAPERWEIGHT VINTAGE PAISLEY,Retail Product,3.32,0.39,5.06,33,33
22396,MAGNETS PACK OF 4 RETRO PHOTO,Retail Product,0.76,0.39,2.51,135,133
22398,MAGNETS PACK OF 4 SWALLOWS,Retail Product,0.78,0.39,2.51,258,253
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,Retail Product,1.32,1.06,2.46,101,98
22400,MAGNETS PACK OF 4 HOME SWEET HOME,Retail Product,0.66,0.39,2.46,160,159
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,Retail Product,0.69,0.39,2.51,158,156
22403,MAGNETS PACK OF 4 VINTAGE LABELS,Retail Product,0.9,0.39,2.51,128,126
22405,MONEY BOX POCKET MONEY DESIGN,Retail Product,1.42,0.39,2.51,73,72
22406,MONEY BOX KINGS CHOICE DESIGN,Retail Product,1.51,0.39,2.51,85,84
22407,MONEY BOX FIRST ADE DESIGN,Retail Product,1.28,0.39,2.46,25,25
22408,MONEY BOX CONFECTIONERY DESIGN,Retail Product,1.49,0.39,2.51,30,30
22409,MONEY BOX BISCUITS DESIGN,Retail Product,1.48,0.0,2.51,59,57
22410,MONEY BOX HOUSEKEEPING DESIGN,Retail Product,1.42,0.39,2.51,58,58
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,Retail Product,2.68,1.65,4.96,1202,1190
22412,METAL SIGN NEIGHBOURHOOD WITCH,Retail Product,2.54,0.0,4.21,153,151
22413,METAL SIGN TAKE IT OR LEAVE IT,Retail Product,3.34,2.55,5.91,422,419
22414,DOORMAT NEIGHBOURHOOD WITCH,Retail Product,9.75,0.0,15.79,100,95
22415,WHITE TISSUE REAM,Retail Product,7.38,0.0,7.95,14,13
22416,SET OF 36 DOILIES SPACEBOY DESIGN,Retail Product,1.59,1.25,2.98,77,76
22417,PACK OF 60 SPACEBOY CAKE CASES,Retail Product,0.76,0.42,2.13,535,533
22418,10 COLOUR SPACEBOY PEN,Retail Product,1.05,0.72,2.51,327,319
22419,LIPSTICK PEN RED,Retail Product,0.6,0.36,0.85,282,281
22420,LIPSTICK PEN BABY PINK,Retail Product,0.59,0.36,0.85,129,129
22421,LIPSTICK PEN FUSCHIA,Retail Product,0.61,0.36,0.85,217,216
22422,TOOTHPASTE TUBE PEN,Retail Product,1.03,0.12,1.28,209,209
22423,REGENCY CAKESTAND 3 TIER,Retail Product,13.78,0.0,32.04,2203,2017
22424,ENAMEL BREAD BIN CREAM,Retail Product,15.76,8.15,25.49,473,456
22425,ENAMEL COLANDER CREAM,Retail Product,5.67,0.0,10.17,170,166
22426,ENAMEL WASH BOWL CREAM,Retail Product,4.81,0.0,8.47,217,210
22427,ENAMEL FLOWER JUG CREAM,Retail Product,6.5,0.0,11.87,529,512
22428,ENAMEL FIRE BUCKET CREAM,Retail Product,8.05,0.0,14.43,118,114
22429,ENAMEL MEASURING JUG CREAM,Retail Product,4.81,3.75,8.47,403,387
22430,ENAMEL WATERING CAN CREAM,Retail Product,5.59,0.0,10.17,212,200
22431,WATERING CAN BLUE ELEPHANT,Retail Product,2.3,0.0,4.21,343,338
22432,WATERING CAN PINK BUNNY,Retail Product,2.23,0.0,4.21,287,283
22433,WATERING CAN GREEN DINOSAUR,Retail Product,2.27,1.65,4.21,232,229
22434,BALLOON PUMP WITH 10 BALLOONS,Retail Product,2.12,1.95,4.21,130,128
22435,SET OF 9 HEART SHAPED BALLOONS,Retail Product,1.45,0.0,2.51,276,274
22436,12 COLOURED PARTY BALLOONS,Retail Product,0.7,0.63,1.28,170,169
22437,SET OF 9 BLACK SKULL BALLOONS,Retail Product,1.01,0.0,1.66,231,229
22438,BALLOON ART MAKE YOUR OWN FLOWERS,Retail Product,1.74,0.39,4.13,104,104
22439,6 ROCKET BALLOONS,Retail Product,0.77,0.55,1.28,207,204
22440,BALLOON WATER BOMB PACK OF 35,Retail Product,0.45,0.36,1.0,163,162
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,Retail Product,2.55,1.85,4.21,228,225
22442,GROW YOUR OWN FLOWERS SET OF 3,Retail Product,6.88,1.95,16.13,85,78
22443,GROW YOUR OWN HERBS SET OF 3,Retail Product,8.63,0.0,16.13,94,91
22444,GROW YOUR OWN PLANT IN A CAN,Retail Product,1.62,0.0,9.96,66,58
22445,PENCIL CASE LIFE IS BEAUTIFUL,Retail Product,3.49,0.0,5.91,138,137
22446,PIN CUSHION BABUSHKA PINK,Retail Product,2.81,1.25,6.77,136,136
22447,PIN CUSHION BABUSHKA BLUE,Retail Product,3.29,1.25,6.77,45,45
22448,PIN CUSHION BABUSHKA RED,Retail Product,3.9,1.25,6.77,45,45
22449,SILK PURSE BABUSHKA PINK,Retail Product,3.23,0.0,6.77,147,145
22450,SILK PURSE BABUSHKA BLUE,Retail Product,3.51,2.95,6.77,61,60
22451,SILK PURSE BABUSHKA RED,Retail Product,3.7,0.0,6.77,58,52
22452,MEASURING TAPE BABUSHKA PINK,Retail Product,2.32,0.0,5.79,149,147
22453,MEASURING TAPE BABUSHKA BLUE,Retail Product,2.73,0.0,5.91,83,81
22454,MEASURING TAPE BABUSHKA RED,Retail Product,2.99,0.0,5.91,45,43
22456,NATURAL SLATE CHALKBOARD LARGE,Retail Product,6.55,4.25,10.17,511,479
22457,NATURAL SLATE HEART CHALKBOARD,Retail Product,3.58,2.55,6.95,1280,1263
22458,CAST IRON HOOK GARDEN FORK,Retail Product,3.39,0.0,5.06,24,23
22459,CAST IRON HOOK GARDEN TROWEL,Retail Product,3.16,0.0,5.06,28,25
22460,EMBOSSED GLASS TEALIGHT HOLDER,Retail Product,1.54,1.06,2.51,219,213
22461,SAVOY ART DECO CLOCK,Retail Product,10.01,0.0,25.49,67,53
22464,HANGING METAL HEART LANTERN,Retail Product,1.92,0.0,3.36,371,359
22465,HANGING METAL STAR LANTERN,Retail Product,1.87,0.79,3.36,209,202
22466,FAIRY TALE COTTAGE NIGHT LIGHT,Retail Product,2.47,1.45,4.21,215,212
22467,GUMBALL COAT RACK,Retail Product,2.85,0.0,5.06,731,698
22468,BABUSHKA LIGHTS STRING OF 10,Retail Product,8.28,5.95,13.57,155,153
22469,HEART OF WICKER SMALL,Retail Product,1.95,0.0,4.21,1239,1226
22470,HEART OF WICKER LARGE,Retail Product,3.27,0.0,6.95,963,944
22471,TV DINNER TRAY AIR HOSTESS,Retail Product,5.69,1.95,11.02,107,106
22472,TV DINNER TRAY DOLLY GIRL,Retail Product,6.08,0.0,11.02,112,109
22473,TV DINNER TRAY VINTAGE PAISLEY,Retail Product,4.97,0.0,11.02,114,112
22474,SPACEBOY TV DINNER TRAY,Retail Product,6.75,0.0,11.02,135,132
22475,SKULL DESIGN TV DINNER TRAY,Retail Product,5.84,0.0,11.02,143,141
22476,EMPIRE UNION JACK TV DINNER TRAY,Retail Product,6.83,0.0,11.02,128,126
22477,WATERING CAN GARDEN MARKER,Retail Product,1.77,1.25,2.51,129,128
22478,BIRDHOUSE GARDEN MARKER,Retail Product,1.78,1.25,2.51,141,141
22479,DAISY GARDEN MARKER,Retail Product,1.78,1.25,2.51,98,98
22480,RED TEA TOWEL CLASSIC DESIGN,Retail Product,1.28,0.0,2.51,75,74
22481,BLACK TEA TOWEL CLASSIC DESIGN,Retail Product,1.06,0.0,2.46,132,131
22482,BLUE TEA TOWEL CLASSIC DESIGN,Retail Product,1.24,0.0,2.46,54,53
22483,RED GINGHAM TEDDY BEAR,Retail Product,3.58,2.55,5.91,174,173
22485,SET OF 2 WOODEN MARKET CRATES,Retail Product,14.97,10.95,25.49,212,208
22486,PLASMATRONIC LAMP,Retail Product,8.63,3.95,12.75,28,25
22487,WHITE WOOD GARDEN PLANT LADDER,Retail Product,10.82,8.5,20.38,447,430
22488,NATURAL SLATE RECTANGLE CHALKBOARD,Retail Product,2.06,1.45,3.36,427,418
22489,PACK OF 12 TRADITIONAL CRAYONS,Retail Product,0.54,0.36,1.25,450,448
22491,PACK OF 12 COLOURED PENCILS,Retail Product,0.91,0.72,2.51,223,222
22492,MINI PAINT SET VINTAGE,Retail Product,0.78,0.55,1.95,390,380
22493,PAINT YOUR OWN CANVAS SET,Retail Product,1.91,1.45,3.36,228,224
22494,EMERGENCY FIRST AID TIN,Retail Product,1.89,1.06,2.51,253,246
22495,SET OF 2 ROUND TINS CAMEMBERT,Retail Product,3.63,0.79,5.91,100,99
22496,SET OF 2 ROUND TINS DUTCH CHEESE,Retail Product,3.03,0.79,5.91,81,80
22497,SET OF 2 TINS VINTAGE BATHROOM,Retail Product,5.82,0.0,8.47,102,101
22498,WOODEN REGATTA BUNTING,Retail Product,6.84,4.96,12.72,151,151
22499,WOODEN UNION JACK BUNTING,Retail Product,6.79,4.95,12.72,412,410
22500,SET OF 2 TINS JARDIN DE PROVENCE,Retail Product,4.78,1.25,11.02,101,101
22501,PICNIC BASKET WICKER LARGE,Retail Product,13.89,0.0,21.23,474,447
22502,PICNIC BASKET WICKER SMALL,Retail Product,10.06,0.0,649.5,484,469
22503,CABIN BAG VINTAGE PAISLEY,Retail Product,22.38,12.75,59.53,37,34
22504,CABIN BAG VINTAGE RETROSPOT,Retail Product,22.66,12.75,58.29,72,68
22505,MEMO BOARD COTTAGE DESIGN,Retail Product,5.65,4.25,11.02,322,317
22507,MEMO BOARD RETROSPOT  DESIGN,Retail Product,6.28,3.85,11.02,464,459
22508,DOORSTOP RETROSPOT HEART,Retail Product,4.54,3.39,7.62,304,300
22509,SEWING BOX RETROSPOT DESIGN,Retail Product,13.11,3.95,34.04,90,88
22510,GINGHAM BABUSHKA DOORSTOP,Retail Product,2.43,0.79,3.75,43,43
22511,RETROSPOT BABUSHKA DOORSTOP,Retail Product,2.82,0.79,7.62,55,54
22512,DOORSTOP RACING CAR DESIGN,Retail Product,3.23,0.0,7.62,39,38
22513,DOORSTOP FOOTBALL DESIGN,Retail Product,4.65,0.79,7.62,68,68
22514,CHILDS GARDEN SPADE BLUE,Retail Product,2.4,0.0,4.21,105,100
22515,CHILDS GARDEN SPADE PINK,Retail Product,2.51,0.0,4.21,88,84
22516,CHILDS GARDEN RAKE BLUE,Retail Product,2.68,0.0,4.21,66,65
22517,CHILDS GARDEN RAKE PINK,Retail Product,2.49,1.85,4.21,73,73
22518,CHILDS GARDEN BRUSH BLUE,Retail Product,2.54,0.0,4.21,85,81
22519,CHILDS GARDEN BRUSH PINK,Retail Product,2.51,0.0,4.21,91,88
22520,CHILDS GARDEN TROWEL BLUE,Retail Product,0.87,0.0,1.66,120,115
22521,CHILDS GARDEN TROWEL PINK,Retail Product,0.89,0.0,1.66,113,110
22522,CHILDS GARDEN FORK BLUE,Retail Product,0.88,0.0,1.66,135,132
22523,CHILDS GARDEN FORK PINK,Retail Product,0.93,0.0,1.66,139,136
22524,CHILDRENS GARDEN GLOVES BLUE,Retail Product,1.51,0.0,3.36,88,82
22525,CHILDRENS GARDEN GLOVES PINK,Retail Product,1.7,0.0,3.36,77,74
22526,WHEELBARROW FOR CHILDREN,Retail Product,14.03,0.0,25.49,85,79
22528,GARDENERS KNEELING PAD,Retail Product,1.68,0.0,3.36,2,1
22529,MAGIC DRAWING SLATE GO TO THE FAIR,Retail Product,0.46,0.36,0.85,71,71
22530,MAGIC DRAWING SLATE DOLLY GIRL,Retail Product,0.5,0.36,0.85,239,238
22531,MAGIC DRAWING SLATE CIRCUS PARADE,Retail Product,0.49,0.36,0.85,203,203
22532,MAGIC DRAWING SLATE LEAP FROG,Retail Product,0.45,0.27,0.85,75,75
22533,MAGIC DRAWING SLATE BAKE A CAKE,Retail Product,0.45,0.0,1.0,92,89
22534,MAGIC DRAWING SLATE SPACEBOY,Retail Product,0.51,0.36,0.85,267,266
22535,MAGIC DRAWING SLATE BUNNIES,Retail Product,0.48,0.27,0.85,138,137
22536,MAGIC DRAWING SLATE PURDEY,Retail Product,0.44,0.27,0.85,162,160
22537,MAGIC DRAWING SLATE DINOSAUR,Retail Product,0.49,0.42,0.85,175,174
22538,MINI JIGSAW GO TO THE FAIR,Retail Product,0.56,0.19,0.85,41,41
22539,MINI JIGSAW DOLLY GIRL,Retail Product,0.56,0.19,0.85,141,141
22540,MINI JIGSAW CIRCUS PARADE,Retail Product,0.52,0.19,0.85,93,92
22541,MINI JIGSAW LEAP FROG,Retail Product,0.56,0.19,0.85,36,36
22543,MINI JIGSAW BAKE A CAKE,Retail Product,0.5,0.19,0.85,57,57
22544,MINI JIGSAW SPACEBOY,Retail Product,0.53,0.19,0.85,180,179
22545,MINI JIGSAW BUNNIES,Retail Product,0.56,0.19,0.85,77,76
22546,MINI JIGSAW PURDEY,Retail Product,0.53,0.19,0.85,88,87
22547,MINI JIGSAW DINOSAUR,Retail Product,0.63,0.19,0.85,103,102
22548,HEADS AND TAILS SPORTING FUN,Retail Product,1.4,0.0,2.95,216,214
22549,PICTURE DOMINOES,Retail Product,1.98,1.25,3.36,363,363
22550,HOLIDAY FUN LUDO,Retail Product,4.38,0.0,7.62,222,217
22551,PLASTERS IN TIN SPACEBOY,Retail Product,1.86,1.45,4.21,697,689
22553,PLASTERS IN TIN SKULLS,Retail Product,1.96,0.0,4.21,593,585
22554,PLASTERS IN TIN WOODLAND ANIMALS,Retail Product,1.91,1.45,4.21,729,724
22555,PLASTERS IN TIN STRONGMAN,Retail Product,1.85,1.45,4.21,534,530
22556,PLASTERS IN TIN CIRCUS PARADE,Retail Product,1.78,1.45,4.21,591,581
22557,PLASTERS IN TIN VINTAGE PAISLEY,Retail Product,1.89,1.45,4.21,589,585
22558,CLOTHES PEGS RETROSPOT PACK 24,Retail Product,1.83,1.0,3.95,792,781
22559,SEASIDE FLYING DISC,Retail Product,1.56,0.0,2.51,83,81
22560,TRADITIONAL MODELLING CLAY,Retail Product,1.42,1.06,3.36,391,390
22561,WOODEN SCHOOL COLOURING SET,Retail Product,1.78,1.45,3.95,449,446
22562,MONSTERS STENCIL CRAFT,Retail Product,1.36,1.06,2.46,217,217
22563,HAPPY STENCIL CRAFT,Retail Product,1.35,1.06,2.51,292,291
22564,ALPHABET STENCIL CRAFT,Retail Product,1.35,1.06,2.51,193,191
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,Retail Product,1.11,0.85,1.66,150,150
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,Retail Product,1.05,0.85,1.66,156,156
22567,20 DOLLY PEGS RETROSPOT,Retail Product,1.55,0.0,2.92,238,232
22568,FELTCRAFT CUSHION OWL,Retail Product,4.13,0.0,7.62,490,480
22569,FELTCRAFT CUSHION BUTTERFLY,Retail Product,4.25,0.0,7.62,359,355
22570,FELTCRAFT CUSHION RABBIT,Retail Product,4.23,0.0,7.62,403,395
22571,ROCKING HORSE RED CHRISTMAS,Retail Product,1.07,0.72,1.66,266,263
22572,ROCKING HORSE GREEN CHRISTMAS,Retail Product,1.05,0.0,1.66,187,186
22573,STAR WOODEN CHRISTMAS DECORATION,Retail Product,1.12,0.72,1.66,223,223
22574,HEART WOODEN CHRISTMAS DECORATION,Retail Product,1.11,0.72,1.66,226,225
22575,METAL MERRY CHRISTMAS WREATH,Retail Product,2.18,0.0,4.21,95,93
22576,SWALLOW WOODEN CHRISTMAS DECORATION,Retail Product,1.08,0.0,1.66,180,178
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,Retail Product,0.5,0.0,1.66,558,555
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,Retail Product,0.47,0.0,1.66,536,532
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,Retail Product,0.51,0.0,1.66,355,350
22580,ADVENT CALENDAR GINGHAM SACK,Retail Product,5.71,0.0,11.87,253,248
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,Retail Product,0.88,0.29,4.13,185,184
22582,PACK OF 6 SWEETIE GIFT BOXES,Retail Product,3.12,2.1,5.06,105,104
22583,PACK OF 6 HANDBAG GIFT BOXES,Retail Product,3.27,2.55,5.06,115,113
22584,PACK OF 6 PANNETONE GIFT BOXES,Retail Product,3.1,2.1,5.06,201,199
22585,PACK OF 6 BIRDY GIFT TAGS,Retail Product,1.47,0.0,2.51,420,416
22586,FELTCRAFT HAIRBAND PINK AND BLUE,Retail Product,1.05,0.0,1.66,165,162
22587,FELTCRAFT HAIRBAND RED AND BLUE,Retail Product,1.03,0.0,1.66,166,165
22588,CARD HOLDER GINGHAM HEART,Retail Product,3.46,0.0,5.79,182,178
22589,CARDHOLDER GINGHAM STAR,Retail Product,3.65,2.49,5.06,81,81
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,Retail Product,4.34,0.0,6.63,93,86
22592,CARDHOLDER HOLLY WREATH METAL,Retail Product,5.07,3.39,7.62,137,135
22593,CHRISTMAS GINGHAM STAR,Retail Product,1.12,0.72,1.66,203,202
22594,CHRISTMAS GINGHAM TREE,Retail Product,1.17,0.72,1.66,198,197
22595,GINGHAM HEART DECORATION,Retail Product,1.02,0.0,1.66,478,476
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,Retail Product,1.3,0.39,2.95,274,268
22597,MUSICAL ZINC HEART DECORATION,Retail Product,0.69,0.29,1.66,193,191
22598,CHRISTMAS MUSICAL ZINC TREE,Retail Product,0.66,0.29,1.66,99,98
22599,CHRISTMAS MUSICAL ZINC STAR,Retail Product,0.65,0.29,1.66,125,124
22600,CHRISTMAS RETROSPOT STAR WOOD,Retail Product,1.07,0.72,1.66,200,197
22601,CHRISTMAS RETROSPOT ANGEL WOOD,Retail Product,1.06,0.0,1.66,208,204
22602,RETROSPOT WOODEN HEART DECORATION,Retail Product,1.12,0.72,1.66,283,281
22603,CHRISTMAS RETROSPOT TREE WOOD,Retail Product,1.07,0.72,1.66,179,177
22604,SET OF 4 NAPKIN CHARMS CUTLERY,Retail Product,2.85,2.1,4.96,131,131
22605,WOODEN CROQUET GARDEN SET,Retail Product,16.14,10.95,25.49,307,300
22606,WOODEN SKITTLES GARDEN SET,Retail Product,15.9,0.0,34.0,157,145
22607,WOODEN ROUNDERS GARDEN SET,Retail Product,10.72,8.29,20.79,366,362
22608,PENS ASSORTED FUNKY JEWELED,Retail Product,0.33,0.19,1.66,146,145
22609,PENS ASSORTED SPACEBALL,Retail Product,0.41,0.19,1.66,159,158
22610,PENS ASSORTED FUNNY FACE,Retail Product,0.39,0.19,1.66,218,218
22611,VINTAGE UNION JACK SHOPPING BAG,Retail Product,5.55,4.25,10.17,47,47
22613,PACK OF 20 SPACEBOY NAPKINS,Retail Product,1.01,0.64,1.66,148,147
22614,PACK OF 12 SPACEBOY TISSUES,Retail Product,0.45,0.29,0.85,228,224
22615,PACK OF 12 CIRCUS PARADE TISSUES,Retail Product,0.49,0.25,0.85,104,103
22616,PACK OF 12 LONDON TISSUES,Retail Product,0.45,0.0,1.0,531,528
22617,BAKING SET SPACEBOY DESIGN,Retail Product,5.43,0.0,10.79,484,467
22618,COOKING SET RETROSPOT,Retail Product,10.17,0.0,19.96,32,28
22619,SET OF 6 SOLDIER SKITTLES,Retail Product,4.61,0.0,7.62,455,450
22620,4 TRADITIONAL SPINNING TOPS,Retail Product,1.65,0.0,2.51,498,495
22621,TRADITIONAL KNITTING NANCY,Retail Product,1.88,1.25,3.36,625,621
22622,BOX OF VINTAGE ALPHABET BLOCKS,Retail Product,12.37,8.5,24.96,272,267
22623,BOX OF VINTAGE JIGSAW BLOCKS,Retail Product,6.16,0.0,12.46,243,237
22624,IVORY KITCHEN SCALES,Retail Product,9.36,0.0,16.98,741,726
22625,RED KITCHEN SCALES,Retail Product,9.61,0.0,16.98,578,553
22626,BLACK KITCHEN SCALES,Retail Product,8.97,0.0,16.98,210,202
22627,MINT KITCHEN SCALES,Retail Product,9.24,0.0,16.98,382,360
22628,PICNIC BOXES SET OF 3 RETROSPOT,Retail Product,5.62,4.13,10.17,203,192
22629,SPACEBOY LUNCH BOX,Retail Product,2.19,1.65,4.95,924,916
22630,DOLLY GIRL LUNCH BOX,Retail Product,2.32,1.65,4.95,881,871
22631,CIRCUS PARADE LUNCH BOX,Retail Product,2.6,0.0,6.54,411,405
22632,HAND WARMER RED RETROSPOT,Retail Product,2.2,0.0,4.21,415,405
22633,HAND WARMER UNION JACK,Retail Product,2.19,0.0,4.95,516,508
22634,CHILDS BREAKFAST SET SPACEBOY,Retail Product,10.24,8.5,20.38,250,227
22635,CHILDS BREAKFAST SET DOLLY GIRL,Retail Product,10.34,8.5,20.38,204,196
22636,CHILDS BREAKFAST SET CIRCUS PARADE,Retail Product,8.85,0.0,16.98,213,198
22637,PIGGY BANK RETROSPOT,Retail Product,3.05,0.0,5.91,358,333
22638,SET OF 4 NAPKIN CHARMS CROWNS,Retail Product,2.28,0.79,5.06,53,52
22639,SET OF 4 NAPKIN CHARMS HEARTS,Retail Product,2.79,0.79,5.06,152,152
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,Retail Product,2.52,0.79,5.06,58,58
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,Retail Product,2.59,0.79,5.06,37,37
22642,SET OF 4 NAPKIN CHARMS STARS,Retail Product,2.65,0.79,5.06,53,53
22643,SET OF 4 NAPKIN CHARMS LEAVES,Retail Product,2.18,0.79,5.06,50,50
22644,CERAMIC CHERRY CAKE MONEY BANK,Retail Product,2.11,0.0,4.21,283,278
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,Retail Product,2.25,0.0,7.5,363,358
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,Retail Product,2.03,0.0,4.21,406,395
22647,CERAMIC LOVE HEART MONEY BANK,Retail Product,1.38,0.0,3.36,47,45
22649,STRAWBERRY FAIRY CAKE TEAPOT,Retail Product,5.85,0.0,11.02,230,207
22650,CERAMIC PIRATE CHEST MONEY BANK,Retail Product,1.9,0.0,3.36,148,145
22651,GENTLEMAN SHIRT REPAIR KIT,Retail Product,1.14,0.72,1.66,170,170
22652,TRAVEL SEWING KIT,Retail Product,1.96,0.0,4.21,479,472
22653,BUTTON BOX,Retail Product,1.95,1.63,4.21,256,254
22654,DELUXE SEWING KIT,Retail Product,7.67,4.95,12.72,345,331
22655,VINTAGE RED KITCHEN CABINET,Retail Product,147.46,0.0,295.0,47,38
22656,VINTAGE BLUE KITCHEN CABINET,Retail Product,138.33,0.0,295.0,27,20
22659,LUNCH BOX I LOVE LONDON,Retail Product,2.3,1.65,4.95,750,732
22660,DOORMAT I LOVE LONDON,Retail Product,9.9,4.58,15.79,102,102
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,Retail Product,0.97,0.72,1.66,425,421
22662,LUNCH BAG DOLLY GIRL DESIGN,Retail Product,1.93,1.45,4.95,706,698
22663,JUMBO BAG DOLLY GIRL DESIGN,Retail Product,2.57,1.65,5.06,454,452
22664,TOY TIDY DOLLY GIRL DESIGN,Retail Product,2.86,0.79,4.21,165,162
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,Retail Product,3.95,0.0,6.63,372,357
22666,RECIPE BOX PANTRY YELLOW DESIGN,Retail Product,3.65,0.0,6.95,1180,1126
22667,RECIPE BOX RETROSPOT,Retail Product,3.02,0.0,5.79,500,477
22668,PINK BABY BUNTING,Retail Product,4.1,2.55,5.91,351,348
22669,RED BABY BUNTING,Retail Product,3.76,2.55,5.91,235,234
22670,FRENCH WC SIGN BLUE METAL,Retail Product,1.63,1.06,2.95,306,304
22671,FRENCH LAUNDRY SIGN BLUE METAL,Retail Product,2.15,1.45,3.36,146,145
22672,FRENCH BATHROOM SIGN BLUE METAL,Retail Product,2.08,1.45,4.95,224,221
22673,FRENCH GARDEN SIGN BLUE METAL,Retail Product,1.49,1.06,3.29,135,134
22674,FRENCH TOILET SIGN BLUE METAL,Retail Product,1.51,1.06,2.95,193,191
22675,FRENCH KITCHEN SIGN BLUE METAL,Retail Product,1.54,1.06,2.51,172,169
22676,FRENCH BLUE METAL DOOR SIGN 1,Retail Product,1.56,0.0,2.95,213,202
22677,FRENCH BLUE METAL DOOR SIGN 2,Retail Product,1.68,0.0,2.95,196,189
22678,FRENCH BLUE METAL DOOR SIGN 3,Retail Product,1.59,0.0,2.95,170,161
22679,FRENCH BLUE METAL DOOR SIGN 4,Retail Product,1.64,0.0,2.95,161,153
22680,FRENCH BLUE METAL DOOR SIGN 5,Retail Product,1.58,0.0,2.95,164,156
22681,FRENCH BLUE METAL DOOR SIGN 6,Retail Product,1.6,0.0,2.95,137,128
